"word","already_lexically_mapped","confidence","library","target","score","overlap_terms","wordnet_synonym_tokens","wordnet_gloss_sample","source_file"
"account","yes","wordnet-gloss-synonym-candidate","setup-classifier","Bank / Financial Institution","5.0","banking account","account history chronicle story bill invoice report news write explanation score accounting statement relationship answer describe","the quality of taking advantage; ""she turned her writing skills to good account""   / importance or value; ""a person of considerable account""; ""he predicted that although it is of small account now it will rapidly increase in importance""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"account","yes","wordnet-gloss-synonym-candidate","setup-classifier","Tutoring Center","5.0","act skills","account history chronicle story bill invoice report news write explanation score accounting statement relationship answer describe","the quality of taking advantage; ""she turned her writing skills to good account""   / importance or value; ""a person of considerable account""; ""he predicted that although it is of small account now it will rapidly increase in importance""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"account","yes","wordnet-gloss-synonym-candidate","setup-classifier","Retail Store","5.0","goods supply","account history chronicle story bill invoice report news write explanation score accounting statement relationship answer describe","the quality of taking advantage; ""she turned her writing skills to good account""   / importance or value; ""a person of considerable account""; ""he predicted that although it is of small account now it will rapidly increase in importance""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"account","yes","wordnet-gloss-synonym-candidate","setup-classifier","Staffing Agency","5.0","acquisition executive","account history chronicle story bill invoice report news write explanation score accounting statement relationship answer describe","the quality of taking advantage; ""she turned her writing skills to good account""   / importance or value; ""a person of considerable account""; ""he predicted that although it is of small account now it will rapidly increase in importance""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountancy","no","wordnet-gloss-synonym-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","3.5","accounting financial","accountancy accounting","the occupation of maintaining and auditing records and preparing financial reports for a business  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountant","yes","wordnet-gloss-synonym-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","5.0","accountant accounts","accountant comptroller controller","someone who maintains and audits business accounts  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accounting","yes","wordnet-gloss-synonym-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","11.0","accounting financial statement bookkeeper accounts","accountancy accounting account statement system method","the occupation of maintaining and auditing records and preparing financial reports for a business   / a system that provides quantitative information about finances  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accounting","yes","wordnet-gloss-synonym-candidate","setup-classifier","Bank / Financial Institution","5.0","financial account","accountancy accounting account statement system method","the occupation of maintaining and auditing records and preparing financial reports for a business   / a system that provides quantitative information about finances  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accredit","no","wordnet-gloss-synonym-candidate","setup-classifier","Tutoring Center","5.0","academic program","accredit credit recognize recognise","ascribe an achievement to; ""She was not properly credited in the program""   / grant credentials to; ""The Regents officially recognized the new educational institution""; ""recognize an academic degree""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accredited","no","wordnet-gloss-synonym-candidate","setup-classifier","Tutoring Center","5.0","act college","accredited commissioned licensed licenced","given official approval to act; ""an accredited college""; ""commissioned broker""; ""licensed pharmacist""; ""authorized representative""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accretion","no","wordnet-gloss-synonym-candidate","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","3.5","law estate","accretion accumulation","(law) an increase in a beneficiary's share in an estate (as when a co-beneficiary dies or fails to meet some condition or rejects the inheritance)   / an increase by natural growth or addition  ","market-validation-api/src/domain/market-research/scoring.ts"
"accretion","no","wordnet-gloss-synonym-candidate","setup-classifier","Real Estate Developer","3.5","estate land","accretion accumulation","(law) an increase in a beneficiary's share in an estate (as when a co-beneficiary dies or fails to meet some condition or rejects the inheritance)   / an increase by natural growth or addition  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accretion","no","wordnet-gloss-synonym-candidate","setup-classifier","Law Firm","3.5","law estate","accretion accumulation","(law) an increase in a beneficiary's share in an estate (as when a co-beneficiary dies or fails to meet some condition or rejects the inheritance)   / an increase by natural growth or addition  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"acculturation","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","process knowledge","socialization socialisation acculturation enculturation assimilation culture","the adoption of the behavior patterns of the surrounding culture; ""the socialization of children to the norms of their culture""   / the process of assimilating new ideas into an existing cognitive structure  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accumulate","no","wordnet-gloss-synonym-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","5.0","office small","accumulate cumulate conglomerate pile gather amass roll collect compile hoard","collect or gather; ""Journals are accumulating in my office""; ""The work keeps piling up""   / get or gather together; ""I am accumulating evidence for the man's unfaithfulness to his wife""; ""She is amassing a lot of data for her thesis""; ""She rolled up a small fortune""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accumulation","no","wordnet-gloss-synonym-candidate","setup-classifier","Marketing Agency","5.0","paid growth","accumulation accrual accruement collection aggregation assemblage accretion","the act of accumulating   / several things grouped together or considered as a whole  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accumulator","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","5.0","electric storage","accumulator register storage battery collector gatherer","(computer science) a register that has a built-in adder that adds an input number to the contents of the register   / a voltaic battery that stores electric charge  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"accumulator","no","wordnet-gloss-synonym-candidate","setup-classifier","Solar Energy Installer","5.0","battery storage","accumulator register storage battery collector gatherer","(computer science) a register that has a built-in adder that adds an input number to the contents of the register   / a voltaic battery that stores electric charge  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ace","no","wordnet-gloss-synonym-candidate","setup-classifier","Trucking / Freight / Transportation","5.0","shot party","ace allied command europe adept champion sensation maven mavin virtuoso genius hotshot star superstar whiz whizz","a serve that the receiver is unable to reach   / one of four playing cards in a deck having a single pip on its face  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"acetum","no","wordnet-gloss-synonym-candidate","market-regex-special_federal_license_pattern","SPECIAL_FEDERAL_LICENSE_PATTERN","5.0","alcohol wine","vinegar acetum","sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative   / a dilute solution of acetic acid that is used as a solvent (e.g. for a drug)  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
