added_to_code,phrase,decision,library,target,source,reason
yes,drop shipper,add,setup-classifier,Dropshipping / Reselling,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,resale business,add,setup-classifier,Dropshipping / Reselling,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,online reseller,add,setup-classifier,Dropshipping / Reselling,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,custom printing,add,setup-classifier,Print on Demand,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,print shop,add,setup-classifier,Print on Demand,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,merch printing,add,setup-classifier,Print on Demand,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,subscription service,add,setup-classifier,Subscription Box Business,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,monthly box,add,setup-classifier,Subscription Box Business,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,curated box,add,setup-classifier,Subscription Box Business,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,freight forwarding,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,trucking company,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,transport company,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,logistics company,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,delivery carrier,add,setup-classifier,Trucking / Freight / Transportation,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,taxi service,add,setup-classifier,Taxi / Rideshare / Limo,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,cab company,add,setup-classifier,Taxi / Rideshare / Limo,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,limo service,add,setup-classifier,Taxi / Rideshare / Limo,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,car service,add,setup-classifier,Taxi / Rideshare / Limo,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,moving service,add,setup-classifier,Moving Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,relocation company,add,setup-classifier,Moving Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,furniture moving,add,setup-classifier,Moving Company,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,delivery service,add,setup-classifier,Courier / Delivery Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,courier company,add,setup-classifier,Courier / Delivery Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,parcel delivery,add,setup-classifier,Courier / Delivery Service,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,storage facility,add,setup-classifier,Warehousing / Self-Storage,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,warehouse storage,add,setup-classifier,Warehousing / Self-Storage,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,self storage facility,add,setup-classifier,Warehousing / Self-Storage,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,artificial intelligence consulting,add,setup-classifier,AI Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,machine learning services,add,setup-classifier,AI Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
yes,ai consulting,add,setup-classifier,AI Services,curated domain phrase promotion,Common business phrase or practitioner/service alias for this classifier target.
